date,title,site_id,company,technology_stack,salary_margin,salary,required_experience
2024-01-05,Программист 1С,/jobs/5029601/,"Лакі Пет, ТОВ","['SQL', '1С']",[35000],35000.0,2
2023-12-15,Інженер-програміст,/jobs/5169755/,"Термо-Пак, завод, группа компаний",[],As interview result,,1
2024-01-02,Embedded-розробник дронів,/jobs/5395607/,Av-Avionics,['C++'],"[15000, 35000]",25000.0,1
2024-01-02,Angular Software Engineer,/jobs/5308353/,Partners International,"['HTML', 'CSS', 'WEB', 'API']",Unknown,,2
2023-12-29,Технолог-розробник у відділ R&D,/jobs/5380508/,КР Інгредієнтс,[],As interview result,,1
2024-01-10,Middle Java Full Stack Developer,/jobs/5362386/,Primocollect Group,"['Java', 'Python', 'SQL', 'GIT', 'CI/CD']",Unknown,,1
2023-12-15,Програміст БД MS SQL,/jobs/4261072/,Петриківка,['SQL'],Unknown,,2
2024-01-10,"Front-end developer (React, Next.js)",/jobs/5481274/,Komet Studio,"['Java', 'JS', 'English', 'Django', 'WEB']","[60000, 90000]",75000.0,2
2024-01-03,WordPress Developer,/jobs/3864530/,White Label Agency,"['PHP', 'Java', 'SQL', 'English', 'HTML', 'CSS', 'GIT', 'WEB', 'API']",Unknown,,1
2024-01-09,Програміст С++,/jobs/4939220/,"Импульс, СНПО, ЧАО","['C++', 'GIT']",Unknown,,1
2024-01-04,Junior/Middle PHP developer (Full Stack),/jobs/3387833/,SoftSprint,"['PHP', 'Java', 'HTML', 'CSS']",Unknown,,1
2023-12-26,"Embedded C++ інженер-програміст мікроконтролерів (ESP32, SPI)",/jobs/5190980/,"Немна Н.О., ФОП",['C++'],"[35000, 55000]",45000.0,1
2023-12-15,Oracle/NET Developer,/jobs/5353503/,Медирент,['SQL'],Unknown,,2
2024-01-05,Python Backend Developer,/jobs/5463316/,"Trendline, LLC","['Python', 'SQL', 'Docker', 'Django', 'API']",As interview result,,2
2024-01-04,"Провідний програміст 1С, team lead (BAS)",/jobs/5455750/,DS Electronics,"['SQL', '1С']","[80000, 100000]",90000.0,2
2023-12-21,"Full stack Developer (React.js, Node.js)",/jobs/5462598/,Coures,"['JS', 'SQL', 'NodeJS']",Unknown,,1
2024-01-08,Full Stack Angular/.Net Core Developer,/jobs/4832692/,Genolis,"['Java', 'JS', 'Python', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT']","[100000, 150000]",125000.0,2
2023-12-27,Full stack developer,/jobs/5270059/,Awery Aviation Software,"['PHP', 'JS', 'SQL', 'English', 'HTML', 'CSS', 'GIT']",Unknown,,1
2024-01-10,"Програміст (BAS, 1С:Підприємство)",/jobs/5091793/,Софтком,['1С'],Unknown,,1
2024-01-09,Middle Java Developer,/jobs/5133092/,"Comparus UA (Компарус.ЮА, ТОВ)","['Docker', 'English', 'GIT', 'WEB', 'API', 'Redis']",Unknown,,2
2023-12-20,Full Stack Web Developer,/jobs/4999108/,СмартиМедиа,"['PHP', 'Java', 'JS', 'SQL', 'HTML', 'CSS', 'GIT', 'API', 'SEO']","[40000, 80000]",60000.0,2
2024-01-10,Програміст 1C,/jobs/5461286/,"Кіщук І.В., ФОП",[],Unknown,,1
2023-12-19,"Full-stack PHP Developer (Laravel, Vue.JS)",/jobs/4792198/,Eivolo Solutions,"['PHP', 'Java', 'SQL', 'English', 'HTML', 'CSS', 'GIT', 'WEB', 'API', 'SEO']","[20000, 45000]",32500.0,1
2024-01-10,WordPress developer,/jobs/5401913/,Nassmedia,"['PHP', 'Java', 'HTML', 'CSS', 'GIT', 'API', 'SEO']","[21000, 25000]",23000.0,2
2023-12-25,"Програміст мікроконтролерів, Embedded Engineer ",/jobs/5443460/,MedStarCom,['GIT'],"[25000, 50000]",37500.0,2
2023-12-14,"Backend PHP-програміст (Laravel, Yii2, Symfony)",/jobs/888555/,Giant Leap Lab,"['PHP', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'API']",As interview result,,1
2024-01-04,Middle C++ Developer (Long Term Project),/jobs/5455026/,Abz.agency®,"['C++', 'English', 'GIT', 'API', 'CI/CD']","[70000, 150000]",110000.0,2
2024-01-09,Програміст 1C,/jobs/5446835/,"Вартіс, ТОВ","['JS', 'SQL', '1С', 'WEB', 'API']",Unknown,,2
2024-01-08,Розробник мікропроцесорів,/jobs/5465124/,Ваговимірювальні системи,['C++'],As interview result,,1
2024-01-04,Senior Software Developer,/jobs/4056692/,"Ливи Эдит, ООО","['Python', 'C++']","[60000, 150000]",105000.0,5
2024-01-10,Програміст-оператор на фрезерний верстат з ЧПК,/jobs/4283689/,"Енергооблік, ПрАТ",[],As interview result,,2
2023-12-11,Програміст WordPress,/jobs/5451779/,DevsX,"['Java', 'HTML', 'CSS', 'SEO']","[23000, 28000]",25500.0,2
2023-12-23,Senior Java Developer,/jobs/5284442/,GranSoft,"['Java', 'SQL']",Unknown,,5
2024-01-10,Програміст PHP,/jobs/5481857/,FireLink Media,"['PHP', 'Java', 'JS', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'SEO', 'CI/CD', 'Redis']",Unknown,,2
2023-12-19,Програміст 1C,/jobs/5220056/,Валько,"['SQL', '1С']",As interview result,,2
2024-01-09,WordPress Developer,/jobs/5342239/,Meta-technology,"['PHP', 'HTML', 'CSS']",Unknown,,2
2023-12-13,Senior розробник Microsoft Power Platform,/jobs/5453892/,Kenek soft,[],As interview result,,2
2024-01-08,Flutter developer,/jobs/4699544/,Укр.Пей,"['Java', 'SQL', 'GIT', 'API']","[30000, 65000]",47500.0,2
2024-01-05,"Інженер-програміст АСК (АСУ, АСУТП, КВП)",/jobs/4187456/,ТопСітіСервіс,[],As interview result,,1
2023-12-20,.Net Core Backend Developer,/jobs/4980690/,Chaika Tech Inc,"['Java', 'JS', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'API']",Unknown,,1
2023-12-14,Senior Sharepoint on-line (O365) developer,/jobs/5455188/,Kyivstar.Tech,"['Java', 'SQL', 'English', 'HTML', 'CSS', 'WEB', 'API']",Unknown,,2
2023-12-20,Opencart developer,/jobs/5461145/,Art-pixel,"['PHP', 'JS', 'SQL', 'API']","[15000, 40000]",27500.0,0
2024-01-04,"Node. js, Angular 8 developer",/jobs/5474174/,ProtoQ,"['Java', 'JS', 'C++', 'C#', 'English', 'GIT', 'WEB']",Unknown,,2
2024-01-10,Програміст 1С,/jobs/1112475/,Галафарм,['1С'],As interview result,,1
2024-01-10,Розробник PHP Laravel,/jobs/5467335/,ШвидкоГрошi,"['PHP', 'SQL', 'GIT', 'API']",Unknown,,2
2024-01-09,Strong Junior PHP Developer,/jobs/5453203/,KHire-Agency,"['PHP', 'Java', 'SQL', 'English', 'HTML', 'CSS', 'GIT', 'WEB']","[38023, 70000]",54011.5,1
2024-01-04,Програміст 1C,/jobs/5474451/,Золотий Вік,"['SQL', '1С']",Unknown,,2
2024-01-09,Програміст 1C,/jobs/5408059/,"Сфера, торгово-производственное предприятие","['SQL', '1С']",Unknown,,2
2024-01-04,SQL-програміст,/jobs/4761963/,ВіЯр,"['SQL', 'ETL', '1С']",Unknown,,2
2024-01-08,Програміст 1C (BAF),/jobs/5131211/,Big Shop,['1С'],"[30000, 45000]",37500.0,1
2024-01-02,Middle Developer (PHP),/jobs/3931509/,Redoo Ukraine,"['PHP', 'JS', 'SQL', 'English', 'HTML', 'CSS', 'GIT']","[30000, 60000]",45000.0,2
2024-01-09,Python developer на платформі Odoo,/jobs/5444663/,Aurelis Software,"['Java', 'Python', 'SQL', 'HTML', 'CSS', 'GIT', 'WEB', 'API']",Unknown,,2
2024-01-08,Старший розробник C++,/jobs/1652010/,Zultys Inc.,['C++'],"[140000, 200000]",170000.0,5
2024-01-09,Провідний програміст 1С,/jobs/5434848/,Optima Hotels & Resorts,"['SQL', '1С']",Unknown,,5
2024-01-05,SQL Developer,/jobs/5303353/,ПриватБанк,"['SQL', 'GIT']",Unknown,,1
2024-01-09,"Senior Golang, PHP Software Developer",/jobs/5481202/,Рекрутік,"['PHP', 'SQL', 'API']","[70000, 190000]",130000.0,2
2023-12-13,Інженер-програміст у Бровари,/jobs/5453904/,Хало Траст (представництво в Україні),"['Python', 'C++']",[54838],54838.0,1
2023-12-21,Middle WordPress Developer,/jobs/4941886/,"Горбачова О.В., ФЛП","['JS', 'HTML', 'CSS', 'GIT']","[38000, 57000]",47500.0,2
2024-01-10,"Strong Junior, Middle Full-Stack Developer",/jobs/5482466/,Sodi agency,"['Java', 'JS', 'Python', 'English', 'WEB', 'API', 'CI/CD']","[57000, 114600]",85800.0,1
2024-01-10,Розробник реляційних баз даних,/jobs/2445316/,"Metal Expert, інформаційно-аналітична агенція","['SQL', 'CI/CD']",Unknown,,1
2023-12-14,"IOS Developer (Swift, junior, middle, senior)",/jobs/5413343/,Inear Apps,"['GIT', 'API']","[30000, 90000]",60000.0,1
2024-01-02,Junior Wordpress Developer,/jobs/4261557/,WHA,"['PHP', 'SQL', 'HTML', 'CSS', 'WEB']","[18000, 20000]",19000.0,0
2023-12-18,Web developer (WordPress),/jobs/5360053/,White Label Agency,"['PHP', 'Java', 'SQL', 'English', 'HTML', 'CSS', 'GIT', 'WEB', 'API']","[18500, 35000]",26750.0,1
2024-01-09,Програміст 1C (BAF),/jobs/5279308/,Chicco,"['1С', 'WEB']",[70000],70000.0,2
2023-12-27,Senior Back-End Ruby on Rails Developer,/jobs/5466792/,Echo,"['SQL', 'Ruby', 'English', 'WEB']",Unknown,,5
2024-01-10,"Strong Junior, Middle Back-End Developer (.Net)",/jobs/5472104/,SmartTender,"['SQL', 'Docker', 'GIT', 'API']",Unknown,,2
2023-12-29,Fullstack Python/React Developer,/jobs/5017342/,Elementica,"['Java', 'JS', 'Python', 'SQL', 'Docker', 'English', 'Django', 'Flask', 'CSS', 'FastAPI', 'WEB', 'API', 'CI/CD']","[60000, 150000]",105000.0,2
2023-12-12,"Node.js, Angular 8 developer",/jobs/5204604/,ProtoQ,"['Java', 'JS', 'C++', 'C#', 'English', 'GIT', 'WEB']",Unknown,,2
2024-01-08,Розробник програми на основі штучного інтелекту,/jobs/5479101/,Alitheia,[],As interview result,,2
2024-01-03,Програміст 1C,/jobs/5471934/,"ЛДК, ООО",['1С'],As interview result,,2
2023-12-30,Програміст 1C,/jobs/5308259/,"Близнюк І.Є., ФОП",[],[50000],50000.0,5
2024-01-08,Програміст 1C/BAS,/jobs/5105016/,"Бизнес Иновации Технологии, ООО","['JS', '1С']","[23000, 45000]",34000.0,2
2024-01-04,Trainee/Junior Wordpress Developer,/jobs/5444905/,VAU.Agency,"['PHP', 'JS', 'HTML', 'CSS', 'GIT']","[10000, 25000]",17500.0,0
2024-01-05,Програміст 1С,/jobs/5463453/,Лазерхауз,"['JS', 'SQL', '1С']",[60000],60000.0,1
2023-12-11,PHP Front-end developer,/jobs/5450958/,Yopeople Inc,[],Unknown,,1
2024-01-08,React Front-end розробник (Next.js),/jobs/5206013/,Nowayout Escape Rooms,"['Java', 'JS', 'GIT', 'API']","[45000, 60000]",52500.0,2
2024-01-10,Програміст 1C,/jobs/5482490/,Unknown,['1С'],[60000],60000.0,2
2023-12-11,"Web developer, інтегратор, технічний спеціаліст",/jobs/5446894/,Djo,[],Unknown,,0
2024-01-08,Програміст 1С,/jobs/5370672/,"Moyo, мережа магазинів",['1С'],Unknown,,2
2024-01-05,.NET Full Stack Web Developer for USA Software Company Remote,/jobs/5476233/,CarShipIO,"['Java', 'JS', 'SQL', 'C#', 'English', 'HTML', 'CSS', 'WEB', 'API']","[35000, 85000]",60000.0,1
2023-12-14,"Embedded Software Engineer (video streaming, processing)",/jobs/5455721/,Frontline,[],Unknown,,2
2023-12-14,Програміст BAS (1С),/jobs/5455060/,"ТАС Ессет Менеджмент, ТОВ",['1С'],As interview result,,5
2023-12-19,Mobile Developer,/jobs/5460694/,Trinix Ways,['WEB'],Unknown,,1
2024-01-09,Flutter developer,/jobs/5480196/,Screen Interactive,"['JS', 'GIT', 'WEB', 'API']",Unknown,,1
2024-01-01,"Програміст Delphi, С++, С#",/jobs/5469606/,"Профи-ПО, ООО",[],[5000],5000.0,5
2024-01-02,Business developer (telemedicine platform),/jobs/5471265/,DoktorABC,['English'],"[57000, 75000]",66000.0,2
,Middle Salesforce Developer,/jobs/5475500/,NIX,"['English', 'WEB']",Unknown,,2
2023-12-11,"Junior, Trainee React developer",/jobs/5082993/,Appexoft,"['English', 'GIT', 'WEB', 'API']",Unknown,,1
2024-01-09,"Розробник ABAP (SAP ERP, HCM)",/jobs/5470349/,"Нафтогаз Цифрові Технології, ТОВ",['API'],Unknown,,5
2024-01-05,Desktop (WinForms C#) Developer,/jobs/5457123/,"Фора, ТОВ","['SQL', 'C#']",Unknown,,1
2024-01-10,Low-Code Developer (Corezoid),/jobs/5471721/,ТАС,"['Java', 'API']",Unknown,,1
2023-12-18,Програміст 1С,/jobs/4963751/,Meta Sistem,['1С'],Unknown,,2
2023-12-14,Senior .Net Developer,/jobs/5455246/,Onix-Systems,"['SQL', 'C#', 'English', 'WEB', 'API']","[70000, 100000]",85000.0,5
2024-01-09,Програміст 1C,/jobs/5148241/,"Любисток, торговий дім, ТОВ",['1С'],As interview result,,1
2024-01-07,Junior developer (React or Java Spring),/jobs/5306507/,"15А, гостевой дом","['Java', 'JS', 'SQL', 'Docker', 'GIT']",Unknown,,0
2024-01-05,"Програміст 1С, BAS",/jobs/5476169/,Агро Сіті,['1С'],As interview result,,2
2024-01-02,Linux System Developer,/jobs/5471161/,"Юровська О.Г., ФОП","['Java', 'C++']",As interview result,,2
2024-01-04,Full stack программист,/jobs/5463059/,"IStar, Design Bureau","['PHP', 'Java', 'JS', 'SQL', 'Docker', 'English', 'HTML', 'CSS', 'GIT', 'WEB']","[30000, 60000]",45000.0,1
2024-01-06,PLC programmer,/jobs/5283056/,Smart Industry Group,[],"[40000, 100000]",70000.0,1
2024-01-05,PHP developer,/jobs/5475426/,Panda team,"['PHP', 'Java', 'English', 'HTML', 'CSS', 'GIT', 'WEB', 'API']",Unknown,,1
2023-12-12,Front-end разработчик,/jobs/5452543/,AB Digital Software,"['GIT', 'WEB', 'API']","[30000, 45000]",37500.0,2
2023-12-22,Програміст 1C,/jobs/5464233/,Blago developer,"['GIT', '1С']",As interview result,,2
2023-12-19,Full-Stack JS Developer,/jobs/5460656/,New Normal,"['JS', 'English']",Unknown,,1
2024-01-04,Програміст 1С,/jobs/5462947/,Meest,"['JS', '1С', 'API']",Unknown,,2
2024-01-06,Junior Unity Developer для розробки мобільних ігор,/jobs/5476473/,Puzzle Mobile Games,[],"[15000, 20000]",17500.0,1
2024-01-05,Middle WordPress Developer (Full stack),/jobs/4976165/,Artsel,"['PHP', 'JS', 'HTML', 'CSS', 'GIT']","[40000, 70000]",55000.0,2
2023-12-21,C Software Developer,/jobs/5462495/,"Job Advice, Agency","['Python', 'English', 'GIT']",Unknown,,2
2024-01-03,Front-end developer,/jobs/5471828/,A&B Software Company,"['WEB', 'API']","[40000, 60000]",50000.0,2
2023-12-15,"Full stack PHP-, JS-розробник",/jobs/5413118/,Datami,"['PHP', 'Java', 'JS', 'SQL', 'GIT', 'WEB']",Unknown,,1
2024-01-06,Trainee Flutter Developer,/jobs/5118022/,Flutshut,[],"[16000, 35000]",25500.0,0
2023-12-22,Mid-Level Flutter Developer,/jobs/5463777/,Matrixsoftlabs SIA,[],As interview result,,1
2023-12-27,Back end програміст,/jobs/5466719/,Traff Group,"['JS', 'Docker', 'GIT', 'WEB', 'API', 'Redis']",Unknown,,2
2024-01-04,Програміст 1С (BAS),/jobs/5410684/,Talent Hub,"['SQL', '1С']","[70000, 90000]",80000.0,2
2024-01-04,"Оператор ЧПК, програміст, фрезерувальник",/jobs/4716863/,Тара-Пак,[],Unknown,,2
2024-01-10,Full-stack back-end developer,/jobs/910090/,Lestro,"['JS', 'SQL']",Unknown,,2
2024-01-09,Менеджер-розробник інноваційної продукції,/jobs/3238331/,Collar,[],Unknown,,1
2024-01-05,PHP junior developer,/jobs/5469153/,Content Mania,"['PHP', 'Java', 'JS', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'API']","[38000, 56000]",47000.0,1
2023-12-29,Middle PHP developer,/jobs/5469127/,Агріаналітика,"['PHP', 'JS', 'SQL', 'Docker', 'API']",As interview result,,1
2024-01-10,Програміст 1C,/jobs/4845990/,Алло,['1С'],As interview result,,2
2023-12-29,Junior Flutter Developer,/jobs/5468951/,IT-WAY,[],Unknown,,0
2023-12-22,Golang Developer,/jobs/5464250/,VeryBusy Recruiting,['SQL'],"[57000, 130000]",93500.0,2
2023-12-11,"Senior Mobile Developer (IOS, Android)",/jobs/5451654/,Chatmasters AI,"['GIT', 'WEB', 'API']",Unknown,,2
2023-12-20,Middle Full-Stack Developer (Angular),/jobs/5461533/,Intersolutions (Comm.V),"['Java', 'JS', 'GIT']",[61000],61000.0,2
2024-01-10,"Golang developer (Middle, Senior)",/jobs/5482952/,OGD Solutions,"['SQL', 'Docker', 'English', 'GIT', 'API', 'Redis']","[70000, 110000]",90000.0,2
2023-12-15,React Native Developer,/jobs/5456264/,LittleQuest,"['JS', 'NodeJS']",Unknown,,1
2024-01-05,Android-розробник,/jobs/4152887/,"Радабанк, АБ, АТ","['Java', 'API']",Unknown,,1
2023-12-11,Програміст Golang,/jobs/5451660/,JetAgro,"['SQL', 'GIT', 'CI/CD']","[75000, 110000]",92500.0,2
2024-01-05,Програміст 1С (Middle),/jobs/5463991/,Netpeak Group,['1С'],Unknown,,2
2024-01-08,Android Developer,/jobs/5451505/,Торговий Дім АВ,['WEB'],Unknown,,2
2024-01-09,Програміст 1C,/jobs/5399588/,"СВР, торговый дом",['1С'],"[50000, 60000]",55000.0,2
2024-01-09,"Програміст ЧПК (inventor, з навчанням) у Проліски",/jobs/5410805/,"СТ Спецмонтаж, ТОВ",[],[16000],16000.0,0
2024-01-09,"Менеджер з автоматизації, програміст 1С",/jobs/5435362/,Puma,"['SQL', '1С']",Unknown,,2
2023-12-13,Middle Full Stack Web Developer (WP),/jobs/5454521/,Digiproduct.co.il,"['Java', 'HTML', 'CSS', 'GIT', 'WEB']","[37000, 45000]",41000.0,2
2024-01-09,Embedded developer,/jobs/5480418/,Netronic,['GIT'],Unknown,,2
2024-01-04,Python/C# Developer for Revit Plugin Development,/jobs/5454601/,RD Studio,"['Python', 'C#', 'English', 'GIT', 'API']","[20000, 50000]",35000.0,2
2023-12-28,HTML/CSS Developer﻿,/jobs/5468177/,MintyMint,"['HTML', 'CSS']",Unknown,,1
2024-01-08,Fullstack developer (Blockchain domain),/jobs/5479195/,Anola,"['Java', 'JS', 'English', 'GIT', 'WEB']","[25000, 70000]",47500.0,1
2023-12-20,Програміст PHP,/jobs/5461275/,Ethical Solutions,['PHP'],"[6000, 9000]",7500.0,1
2024-01-08,Front-end Developer (Vue.js),/jobs/5477087/,Blade Team,"['Java', 'JS', 'HTML', 'CSS', 'API']","[10000, 30000]",20000.0,1
2023-12-27,PHP Developer,/jobs/5305483/,Evogence,"['PHP', 'Java', 'Python', 'SQL', 'HTML', 'GIT', 'API']",Unknown,,2
2024-01-10,"Middle Full-Stack Developer (PHP, Laravel)",/jobs/5360478/,Primocollect Group,"['PHP', 'JS', 'Python', 'SQL', 'HTML', 'Django', 'CSS', 'FastAPI', 'API']",Unknown,,2
2024-01-05,Провідний інженер-програміст 1С,/jobs/5463630/,Ukrlandfarming,"['JS', '1С', 'WEB', 'API']",Unknown,,2
2024-01-10,3D-розробник макетів (намордники),/jobs/5482002/,"DeKit, ТМ",[],"[7000, 10000]",8500.0,0
2024-01-05,"Junior Python AQA, Developer in Test",/jobs/5456736/,Ajax Systems,"['Python', 'SQL', 'Docker', 'GIT', 'CI/CD']",Unknown,,0
2024-01-10,React native developer (Middle/Senior),/jobs/5482950/,OGD Solutions,"['Java', 'English', 'WEB']","[70000, 110000]",90000.0,2
2023-12-15,Senior WordPress Developer (Full stack),/jobs/5307029/,Artsel,"['PHP', 'JS', 'HTML', 'CSS', 'GIT']","[50000, 80000]",65000.0,5
2023-12-11,Менеджер-розробник автобусних турів,/jobs/5451648/,"Join UP!, міжнародний туроператор",[],Unknown,,1
2023-12-11,"Front-end developer (React, Vue.js)",/jobs/4805592/,Domino-Art,"['Java', 'JS', 'CSS', 'GIT', 'WEB', 'API']","[45000, 70000]",57500.0,2
2023-12-15,"Strong Junior, Middle Front-end developer",/jobs/5233601/,Out of the Box Systems,"['Java', 'JS', 'HTML', 'CSS', 'GIT']",[37000],37000.0,1
2023-12-26,Full Stack Developer,/jobs/5316331/,Claimr Software LTD,"['JS', 'SQL', 'English', 'GIT', 'API']",Unknown,,2
2024-01-05,Програміст 1С (Middle),/jobs/5463983/,Netpeak Group,['1С'],Unknown,,2
2024-01-09,Розробник Full stack (ASP.NET/.NET Core&JS),/jobs/3911616/,Linkos Group,"['Java', 'SQL', 'C#', 'HTML', 'CSS', 'GIT', 'API']",Unknown,,1
2024-01-04,Розробник WordPress,/jobs/3927955/,Надія є (FineLine),"['PHP', 'JS']","[20000, 40000]",30000.0,1
2024-01-09,Senior Python Developer,/jobs/5452563/,EVA.tech,"['Python', 'SQL', 'Django', 'WEB', 'Redis']",Unknown,,2
2024-01-08,Junior PHP-розробник,/jobs/5313332/,Опендатабот,"['PHP', 'JS', 'SQL', 'HTML']",Unknown,,1
2024-01-09,Software engineer,/jobs/5479367/,АТБ-маркет,"['Docker', 'GIT', 'WEB']",Unknown,,2
2024-01-08,Backend Developer,/jobs/5115729/,Elementor Lab,"['PHP', 'Java', 'SQL', 'HTML', 'CSS', 'GIT', 'API']","[10000, 30000]",20000.0,2
2024-01-08,Інженер-програміст,/jobs/5451426/,RetailGroup,"['Java', 'SQL', 'HTML', 'CSS', 'GIT', 'WEB', 'API']",Unknown,,2
2024-01-08,"Розробник сайтів (Wordpress, Opencart)",/jobs/5352645/,Хайвей Ту Топ,[],"[30000, 60000]",45000.0,2
2024-01-10,Технолог-розробник м'яких меблів,/jobs/5464035/,Björn,[],"[17000, 20000]",18500.0,2
2024-01-09,"С++, C# developer",/jobs/5413803/,Linkos Group,"['SQL', 'C++']",Unknown,,1
2024-01-08,Strong Junior Frontend developer,/jobs/5450697/,"Українська універсальна біржа, ТОВ","['JS', 'HTML', 'CSS', 'GIT']",Unknown,,1
2024-01-09,Інженер-програміст АСУ ТП,/jobs/4718749/,Аса-Инжиниринг,[],[27000],27000.0,2
2024-01-09,Програміст/програмістка 1C (ЗУП),/jobs/5431376/,Starlight Media,['1С'],Unknown,,2
2024-01-08,PHP developer,/jobs/5410410/,Нью Тайм,"['PHP', 'Java', 'SQL', 'HTML', 'CSS', 'GIT', 'WEB', 'API', 'Redis']",Unknown,,2
2024-01-08,React Native Developer,/jobs/5299357/,Accumulator Digital Agency,"['Java', 'English']",[60000],60000.0,2
2023-12-16,Java-розробник,/jobs/5457232/,"Радмиртех, СП","['Java', 'JS', 'SQL', 'Docker', 'GIT', 'WEB', 'API', 'Redis']","[20000, 60000]",40000.0,1
2023-12-13,Symfony-розробник,/jobs/5454520/,BroDev,['PHP'],As interview result,,2
2024-01-08,Android Developer,/jobs/2068296/,PNN Soft,"['Java', 'JS', 'SQL', 'English', 'HTML']",Unknown,,1
2024-01-09,Електронік-програміст,/jobs/4873234/,"Импульс, СНПО, ЧАО","['C++', 'C#']",Unknown,,1
2023-12-20,Програміст-технолог верстатів ЧПК,/jobs/5428533/,Харківський міський центр зайнятості,[],As interview result,,1
2024-01-09,Embedded developer,/jobs/5191636/,"Скаетон, авіаційна виробнича компанія, ТОВ","['C++', 'GIT']",Unknown,,2
2024-01-04,Middle Embedded Developer,/jobs/5462888/,Unknown,"['C++', 'GIT']","[60000, 85000]",72500.0,2
2024-01-04,Інженер-програміст верстатів ЧПК,/jobs/5212189/,"Країна, кадрове агентство",[],"[30000, 35000]",32500.0,2
2024-01-09,Full Stack Web Developer,/jobs/5480201/,SDP Games,"['PHP', 'Java', 'JS', 'SQL', 'English', 'HTML', 'CSS', 'WEB', 'API']","[65000, 150000]",107500.0,2
2023-12-21,Інженер-програміст,/jobs/5462609/,Полтавська обласна бібліотека для юнацтва імені Олеся Гончара,[],[8500],8500.0,1
2023-12-18,Розробник 1C,/jobs/5457950/,ЕК Євросвітло,"['SQL', '1С', 'API']",Unknown,,2
2024-01-09,IOS Developer,/jobs/5480175/,Improve Team,['WEB'],"[50000, 100000]",75000.0,1
2024-01-05,"Еколог, інженер-розробник екологічної дозвільної документації",/jobs/3324467/,"Експертний центр, НП, ТОВ",[],As interview result,,1
2023-12-14,Unity 3D-программист,/jobs/5454727/,Midnight Works,['GIT'],"[15000, 25000]",20000.0,1
2024-01-09,"PHP, Backend, Web Developer",/jobs/5032060/,Solid Solutions,"['PHP', 'Java', 'JS', 'SQL', 'HTML', 'CSS', 'WEB']",Unknown,,1
2024-01-07,"Back-end developer (intern, Laravel)",/jobs/5477068/,PatronBadge,"['PHP', 'SQL', 'English', 'WEB', 'Redis']","[15000, 19000]",17000.0,0
2023-12-15,Програміст PHP,/jobs/5456217/,TrendGroup,"['PHP', 'GIT', 'API']","[40000, 80000]",60000.0,1
